Words			Original Roots		Predicted roots
فریضہ		فریضہ			فریضہی
کو		کو			کو
بھی		بھی			بھی
مسلک		مسلک			مسلکلک
کی		کا			کا
بنیاد		بنیاد			بنیاد
پر		پر			پر
تقسیم		تقسیم			تقسیم
کرنا		کر			کر
ٹھیک		ٹھیک			ٹھیکی
نہیں		نہیں			نہیں
ہے		ہے			ہے
۔		۔			۔
اجلاس		اجلاس			اجلاس
مےں		مےں			مےں
شیعہ		شیعہ			شیعہیپپپپ
برادری		برادری			برادری
کے		کے			کا
لئے		لئے			لئے
کوٹہ		کوٹہ			کوٹہھ
مختص		مختص			مختصت
کرنے		کر			کر
کا		کا			کا
مطالبہ		مطالبہ			مطالبہطبطططط
کیا		کر			کر
گیا		جا			جا
ہے		ہے			ہے
,		,			,
لیکن		لیکن			لیکنی
ریاستی		ریاستی			ریاستی
حج		حج			حج
کمیٹی		کمیٹی			کمیٹی
کو		کو			کو
کوٹہ		کوٹہ			کوٹہھ
مختص		مختص			مختصت
کرنے		کر			کر
کا		کا			کا
کوئی		کوئی			کوئیی
اختیار		اختیار			اختیار
نہیں		نہیں			نہیں
ہے		ہے			ہے
اور		اور			اور
نہ		نہ			نہ
ہی		ہی			ہی
ریاستی		ریاستی			ریاستی
حج		حج			حج
کمیٹی		کمیٹی			کمیٹی
اس		یہ			یہ
طرح		طرح			طرحر
کی		کا			کا
کوئی		کوئی			کوئیی
تجویز		تجویز			تجویزہ
رکھتی		رکھ			رکھھ
ہے		ہے			ہے
اور		اور			اور
جو		جو			جو
اجلاس		اجلاس			اجلاس
طلب		طلب			طلببببب
کیا		کر			کر
گیا		جا			جا
تھا		تھا			تھا
،		،			،
اس		یہ			یہ
کا		کا			کا
حج		حج			حج
کمیٹی		کمیٹی			کمیٹی
سے		سے			سے
کوئی		کوئی			کوئیی
تعلق		تعلق			تعلقللل
نہیں		نہیں			نہیں
ہے		ہے			ہے
۔		۔			۔
ریاستی		ریاستی			ریاستی
حج		حج			حج
کمیٹی		کمیٹی			کمیٹی
،		،			،
سنٹرل		سنٹرل			سنٹرل
حج		حج			حج
کمیٹی		کمیٹی			کمیٹی
کے		کا			کا
رہنمایانہ		رہنمایانہ			رہنمایانہ
خطوط		خط			خطیی
پر		پر			پر
کام		کام			کام
کرتی		کر			کر
ہے		ہے			ہے
۔		۔			۔
جب		جب			جب
سنٹرل		سنٹرل			سنٹرل
حج		حج			حج
کمیٹی		کمیٹی			کمیٹی
مےں		مےں			مےں
اس		یہ			یہ
طرح		طرح			طرحر
کی		کا			کا
کوئی		کوئی			کوئیی
تجویز		تجویز			تجویزہ
نہیں		نہیں			نہیں
ہے		ہے			ہے
تو		تو			تو
ریاستی		ریاستی			ریاستی
حج		حج			حج
کمیٹی		کمیٹی			کمیٹی
اس		یہ			یہ
پر		پر			پر
کس		کون			کوننننننننننننن
طرح		طرح			طرحر
غور		غور			غور
کر		کر			کر
سکتی		سک			سکی
ہے		ہے			ہے
۔		۔			۔
سکریٹری		سکریٹری			سکریٹری
پردیش		پردیش			پردیش
کانگریس		کانگریس			کانگریس
کمیٹی		کمیٹی			کمیٹی
نے		نے			نے
بتایا		بتا			بتا
کہ		کہ			کہ
ہر		ہر			ہر
مسلمان		مسلمان			مسلمان
خواہ		خواہ			خواہہ
وہ		وہ			وہ
کسی		کوئی			کوئییییییییییییییی
بھی		بھی			بھی
فرقہ		فرقہ			فرقہر
کا		کا			کا
ماننے		مان			مان
والا		والا			والا
ہو		ہو			ہو
،		،			،
ادائیگی		ادائیگی			ادائیگیو
حج		حج			حج
کے		کے			کا
لئے		لئے			لئے
درخواست		درخواست			درخواست
فارم		فارم			فارم
داخل		داخل			داخل
کر		کر			کر
سکتا		سک			سک
ہے		ہے			ہے
۔		۔			۔
اگر		اگر			اگر
وہ		وہ			وہ
خوش_نصیب		خوش_نصیب			خوش_نصبم
ہے		ہے			ہے
تو		تو			تو
قرعہ_اندازی		قرعہ_اندازی			قرعہ_اناز
مےں		مےں			مےں
اس		یہ			یہ
کے		کا			کا
انتخاب		انتخاب			انتخاب
پر		پر			پر
ماضی		ماضی			ماضی
مےں		مےں			مےں
کسی		کوئی			کوئییییییییییییییی
نے		نے			نے
اعتراض		اعتراض			اعتراض
نہیں		نہیں			نہیں
کیا		کر			کر
اور		اور			اور
نہ		نہ			نہ
ہی		ہی			ہی
مستقبل		مستقبل			مستقبلللل
مےں		مےں			مےں
ایسا		ایسا			ایسا
ہوگا		ہو			ہو
،		،			،
لیکن		لیکن			لیکنی
مسلک		مسلک			مسلکلک
کی		کا			کا
بنیاد		بنیاد			بنیاد
پر		پر			پر
انتخاب		انتخاب			انتخاب
کو		کو			کو
ہرگز		ہرگز			ہرگزگہ
قبول		قبول			قبول
نہیں		نہیں			نہیں
کیا		کر			کر
جائےگا		جا			جا
۔		۔			۔
گائیڈنس		گائیڈنس			گائیڈنس
سنٹر		سنٹر			سنٹر
فار		فار			فار
پیس		پیس			پیس
(		(			(
جی		جی			جی
سی		سی			سی
پی		پی			پی
)		)			)
کی		کا			کا
جانب		جانب			جانب
سے		سے			سے
3		3			3
روزہ		روزہ			روزہہ
سیرت		سیرت			سیرتھھ
کورس		کورس			کورس
کا		کا			کا
پروگرام		پروگرام			پروگرام
2		2			2
تا		تا			تا
4		4			4
مئی		مئی			مئی
کو		کو			کو
صبح		صبح			صبح
11		11			11
تا		تا			تا
3		3			3
بجے		بج			بج
دن		دن			دن
اردو		اردو			اردو
گھر		گھر			گھرھ
مغل_پورہ		مغل_پورہ			مغل_پرر
مقرر		مقرر			مقررر
ہے		ہے			ہے
۔		۔			۔
کودانڈارام		کودانڈارام			کودانپااا
نے		نے			نے
مزید		مزید			مزید
کہا		کہہ			کہہ
کہ		کہ			کہ
اپوزیشن		اپوزیشن			اپوزیشن
قائدین		قائد			قائد
نے		نے			نے
تلنگانہ		تلنگانہ			تلنگانہ
کے		کا			کا
متعلق		متعلق			متعلقللللل
مرکزی		مرکزی			مرکزی
اور		اور			اور
ریاستی		ریاستی			ریاستی
حکومتوں		حکومت			حکومت
کے		کا			کا
افسوس_ناک		افسوس_ناک			افسوستناک
رویہ		رویہ			رویہیی
پر		پر			پر
برہمی		برہمی			برہمی
کا		کا			کا
اظہار		اظہار			اظہارہ
کرتے		کر			کر
ہوئے		ہو			ہو
کہا		کہہ			کہہ
کہ		کہ			کہ
سری		سری			سری
کرشنا		کرشنا			کرشنا
کمیٹی		کمیٹی			کمیٹی
کی		کا			کا
رپورٹ		رپورٹ			رپورٹس
کا		کا			کا
چیاپٹر		چیاپٹر			چیاپٹر
VIII		VIII			U11
دستور		دستور			دستور
کے		کے			کا
خلاف		خلاف			خلاف
ہونے		ہو			ہو
کے		کے			کا
باوجود		باوجود			باوجود
مرکزی		مرکزی			مرکزی
حکومت		حکومت			حکومت
کمیٹی		کمیٹی			کمیٹی
کی		کا			کا
رپورٹ		رپورٹ			رپورٹس
کو		کو			کو
نہ		نہ			نہ
صرف		صرف			صرف
قبول		قبول			قبول
کر		کر			کر
رہی		رہ			رہ
ہے		ہے			ہے
بلکہ		بلکہ			بلکہہ
کمیٹی		کمیٹی			کمیٹی
کی		کا			کا
سفارشات		سفارش			سفارشر
پر		پر			پر
عمل_آواری		عمل_آواری			عمل_آاری
کرتے		کر			کر
ہوئے		ہو			ہو
تلنگانہ		تلنگانہ			تلنگانہ
تحریک		تحریک			تحریکی
کو		کو			کو
متاثر		متاثر			متاثرہ
کرنے		کر			کر
کا		کا			کا
کام		کام			کام
بھی		بھی			بھی
کر		کر			کر
رہی		رہ			رہ
ہے		ہے			ہے
مذکورہ		مذکورہ			مذکورہرر
بالا		بالا			بالا
سیاسی		سیاسی			سیاسیہ
جماعتوں		جماعت			جماعت
کے		کا			کا
قائدین		قائد			قائد
نے		نے			نے
جے		جے			جے
اے		اے			اے
سی		سی			سی
کے		کا			کا
وفد		وفد			وفد
کو		کو			کو
ہر		ہر			ہر
ممکن		ممکن			ممکن
تعاون		تعاون			تعاون
کا		کا			کا
تیقن		تیقن			تیقن
دیا		دے			دے
اور		اور			اور
کہا		کہہ			کہہ
کہ		کہ			کہ
وہ		وہ			وہ
علیحدہ		علیحدہ			علیحدہ
ریاست		ریاست			ریاست
تلنگانہ		تلنگانہ			تلنگانہ
کے		کا			کا
قیام		قیام			قیام
کے		کے			کا
لئے		لئے			لئے
تلنگانہ		تلنگانہ			تلنگانہ
کی		کا			کا
عوام		عوام			عوام
کے		کے			کا
ساتھ		ساتھ			ساتھ
ہےں		ہے			ہے
۔		۔			۔
کودانڈارام		کودانڈارام			کودانپااا
نے		نے			نے
مزید		مزید			مزید
کہا		کہہ			کہہ
کہ		کہ			کہ
اپوزیشن		اپوزیشن			اپوزیشن
قائدین		قائد			قائد
نے		نے			نے
تلنگانہ		تلنگانہ			تلنگانہ
کے		کا			کا
متعلق		متعلق			متعلقللللل
مرکزی		مرکزی			مرکزی
اور		اور			اور
ریاستی		ریاستی			ریاستی
حکومتوں		حکومت			حکومت
کے		کا			کا
افسوس_ناک		افسوس_ناک			افسوستناک
رویہ		رویہ			رویہیی
پر		پر			پر
برہمی		برہمی			برہمی
کا		کا			کا
اظہار		اظہار			اظہارہ
کرتے		کر			کر
ہوئے		ہو			ہو
کہا		کہہ			کہہ
کہ		کہ			کہ
سری		سری			سری
کرشنا		کرشنا			کرشنا
کمیٹی		کمیٹی			کمیٹی
کی		کا			کا
رپورٹ		رپورٹ			رپورٹس
کا		کا			کا
چیاپٹر		چیاپٹر			چیاپٹر
VIII		VIII			U11
دستور		دستور			دستور
کے		کے			کا
خلاف		خلاف			خلاف
ہونے		ہو			ہو
کے		کے			کا
باوجود		باوجود			باوجود
مرکزی		مرکزی			مرکزی
حکومت		حکومت			حکومت
کمیٹی		کمیٹی			کمیٹی
کی		کا			کا
رپورٹ		رپورٹ			رپورٹس
کو		کو			کو
نہ		نہ			نہ
صرف		صرف			صرف
قبول		قبول			قبول
کر		کر			کر
رہی		رہ			رہ
ہے		ہے			ہے
بلکہ		بلکہ			بلکہہ
کمیٹی		کمیٹی			کمیٹی
کی		کا			کا
سفارشات		سفارش			سفارشر
پر		پر			پر
عمل_آواری		عمل_آواری			عمل_آاری
کرتے		کر			کر
ہوئے		ہو			ہو
تلنگانہ		تلنگانہ			تلنگانہ
تحریک		تحریک			تحریکی
کو		کو			کو
متاثر		متاثر			متاثرہ
کرنے		کر			کر
کا		کا			کا
کام		کام			کام
بھی		بھی			بھی
کر		کر			کر
رہی		رہ			رہ
ہے		ہے			ہے
مذکورہ		مذکورہ			مذکورہرر
بالا		بالا			بالا
سیاسی		سیاسی			سیاسیہ
جماعتوں		جماعت			جماعت
کے		کا			کا
قائدین		قائد			قائد
نے		نے			نے
جے		جے			جے
اے		اے			اے
سی		سی			سی
کے		کا			کا
وفد		وفد			وفد
کو		کو			کو
ہر		ہر			ہر
ممکن		ممکن			ممکن
تعاون		تعاون			تعاون
کا		کا			کا
تیقن		تیقن			تیقن
دیا		دے			دے
اور		اور			اور
کہا		کہہ			کہہ
کہ		کہ			کہ
وہ		وہ			وہ
علیحدہ		علیحدہ			علیحدہ
ریاست		ریاست			ریاست
تلنگانہ		تلنگانہ			تلنگانہ
کے		کا			کا
قیام		قیام			قیام
کے		کے			کا
لئے		لئے			لئے
تلنگانہ		تلنگانہ			تلنگانہ
کی		کا			کا
عوام		عوام			عوام
کے		کے			کا
ساتھ		ساتھ			ساتھ
ہےں		ہے			ہے
۔		۔			۔
کودانڈارام		کودانڈارام			کودانپااا
نے		نے			نے
کہا		کہہ			کہہ
کہ		کہ			کہ
نئی		نئی			نئی
دہلی		دہلی			دہلیت
مےں		مےں			مےں
مختلف		مختلف			مختلفللل
شعبہ_حیات		شعبہ_حیات			شعبہ_ب
سے		سے			سے
تعلق		تعلق			تعلقللل
رکھنے		رکھ			رکھھ
والی		والا			والا
موافق		موافق			موافق
تلنگانہ		تلنگانہ			تلنگانہ
تنظیمیں		تنظیم			تنظیم
اور		اور			اور
جماعتیں		جماعت			جماعت
علیحدہ		علیحدہ			علیحدہ
ریاست		ریاست			ریاست
تلنگانہ		تلنگانہ			تلنگانہ
کی		کا			کا
جدوجہد		جدوجہد			جدوجہدہ
جاری		جاری			جاری
رکھے		رکھ			رکھ
ہوئے		ہو			ہو
ہےں		ہے			ہے
۔		۔			۔
سنٹرل		سنٹرل			سنٹرل
جے		جے			جے
اے		اے			اے
سی		سی			سی
کی		کا			کا
جانب		جانب			جانب
سے		سے			سے
نئی		نئی			نئی
دہلی		دہلی			دہلیت
مےں		مےں			مےں
اُن		وہ			وہ
تمام		تمام			تمام
علیحدہ		علیحدہ			علیحدہ
تنظیموں		تنظیم			تنظیم
کو		کو			کو
متحد		متحد			متحد
کر		کر			کر
کے		کر			کا
اےک		اےک			اےک
جے		جے			جے
اے		اے			اے
سی		سی			سی
کا		کا			کا
قیام		قیام			قیام
بھی		بھی			بھی
عمل		عمل			عمل
مےں		مےں			مےں
لایا		لا			لا
گیا		جا			جا
ہے		ہے			ہے
۔		۔			۔
انھوں		وہ			وہ
نے		نے			نے
مزید		مزید			مزید
کہا		کہہ			کہہ
کہ		کہ			کہ
تلنگانہ		تلنگانہ			تلنگانہ
جوائنٹ		جوائنٹ			جوائنٹ
ایکشن		ایکشن			ایکشن
کمیٹی		کمیٹی			کمیٹی
حکومتوں		حکومت			حکومت
کے		کا			کا
مخالف		مخالف			مخالف
تلنگانہ		تلنگانہ			تلنگانہ
رویہ		رویہ			رویہیی
کے		کے			کا
خلاف		خلاف			خلاف
اپنے		اپنا			اپنا
احتجاج		احتجاج			احتجاجا
مےں		مےں			مےں
شدت		شدت			شدت
پیدا		پیدا			پیدا
کرنے		کر			کر
کا		کا			کا
لائحہ_عمل		لائحہ_عمل			لاححہععلل
تیار		تیار			تیار
کر		کر			کر
رہی		رہ			رہ
ہے		ہے			ہے
۔		۔			۔
اسکولی		اسکولی			اسکولی
بچوں		بچہ			بچہ
مےں		مےں			مےں
میاتھمیٹکس		میاتھمیٹکس			میات_ٹیٹکٹ
سے		سے			سے
متعلق		متعلق			متعلقللللل
پائے		پا			پائے
جانے		جا			جا
والے		والا			والا
اےک		اےک			اےک
طرح		طرح			طرحر
کے		کا			کا
خوف		خوف			خوف
کو		کو			کو
دور		دور			دور
کرنے		کر			کر
کے		کے			کا
لیے		لیے			لیے
نسچل		نسچل			نسچلل
اسمارٹ		اسمارٹ			اسمارٹ
لرننگ		لرننگ			لرننگو
سلیوشنس		سلیوشنس			سلیوشنس
اور		اور			اور
نسچل		نسچل			نسچلل
فاونڈیشن		فاونڈیشن			فاونڈیشن
کی		کا			کا
جانب		جانب			جانب
سے		سے			سے
مشترکہ		مشترکہ			مشترکہ
طور		طور			طور
پر		پر			پر
دونوں		دو			دو
شہروں		شہر			شہر
حیدرآباد		حیدرآباد			حیدرآباد
اور		اور			اور
سکندرآباد		سکندرآباد			سکندرآباد
کے		کا			کا
اسکولی		اسکولی			اسکولی
طلبہ		طلبہ			طابہببببب
کے		کے			کا
لیے		لیے			لیے
میاتھس		میاتھس			میاتھس
سمر		سمر			سمر
کیمپ		کیمپ			کیمپ
کا		کا			کا
2		2			2
تا		تا			تا
28		28			28
مئی		مئی			مئی
اہتمام		اہتمام			اہتمام
کر		کر			کر
رہا		رہ			رہ
ہے		ہے			ہے
۔		۔			۔
رجسٹریشن		رجسٹریشن			رجسٹریشن
چارجس		چارجس			چارجس
1000		1000			1000
روپئے		روپیہ			روپیہررہہہہ
ہوں_گے		ہو			ہو
۔		۔			۔
ہر		ہر			ہر
کلاس		کلاس			کلاس
25		25			25
طلبہ		طالب			طابہببببب
تک		تک			تک
محدود		محدود			محدود
ہوگی		ہو			ہو
۔		۔			۔
دونوں		دو			دو
شہروں		شہر			شہر
مےں		مےں			مےں
یہ		یہ			یہ
کیمپ		کیمپ			کیمپ
عطا		عطا			عطا
پور		پور			پور
،		،			،
اے		اے			اے
ایس		ایس			ایس
را		را			را
نگر		نگر			نگر
،		،			،
بنجارہ		بنجارہ			بنجارہہ
ہلز		ہلز			ہلزز
،		،			،
بیگم		بیگم			بیگمی
پیٹ		پیٹ			پیٹ
،		،			،
بوئن		بوئن			بوئن
